City,St,Church,Pastor,Stat Year,Comm,Non Comm,Total,Prof Child,Prof Adult,Trans Letter,Reaffir-mation,Re-stored,Total,Death,Trans,Rem'v fr Roll,Discipl,Total,,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades *Included,Total Enrollment,Tithes & Offerings,"Special
Causes",Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,,Admini-stration,Disciple-ship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,"Ridge
Haven",Reformed University Ministries,PCA Office Building,Other,Total,Presbytery Operation,Christian Education,Home Missions,"Internat'l
Missions",Other Pres-bytery Min,Total,,Local Ministries,Mercy Ministires,"PCA Internat'l
Missions",PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total,TOTAL Benevolent Disbursements,Current Expenses,Building Fund,GRAND TOTAL: All Disbursements,"Benevol/
Grand Total",Per Capita Giving
Union,MO,Trinity Presbyterian Church,,2013,105,33,138,0,0,2,0,0,2,0,3,0,2,5,,0,2,4,4,48,45,,85,,,"$212,455 ","$9,025 ",$0 ,$0 ,"$221,480 ","$11,520 ","$233,000 ",,$600 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$205 ,$805 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$200 ,"$8,536 ","$3,199 ",$0 ,"$3,785 ",$0 ,$0 ,"$15,720 ","$16,525 ","$166,345 ","$18,450 ","$201,320 ",8%,"$2,109"
Ludlow,KY,Trinity Presbyterian Church of Northern Kentucky,Charles Hickey,2024,75,17,92,,5,13,8,,26,,,,,0,,5,6,2,2,35,15,,58,,,"$249,763 ","$18,935 ","$5,000 ",,"$273,698 ",,"$273,698 ",,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,"$3,649"
Santa Ana,CA,Trinity Presbyterian Church of Orange County,Eric Kapur,2023,250,,250,,,,,,0,,,,,0,,,,,,,,,,,,"$822,948 ",,,,"$822,948 ",,"$822,948 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$67,500 ",,,,,,"$67,500 ","$67,500 ","$606,688 ",,"$674,188 ",10%,"$3,292"
New Castle,CO,Trinity Reformed Church,Zach Kruis,2022,18,7,25,,,2,,,2,2,,,,2,,,3,2,,9,9,,20,,,"$67,949 ",,,,"$67,949 ",,"$67,949 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$2,500 ","$3,000 ",,,,,"$5,500 ","$5,500 ","$42,000 ",,"$47,500 ",12%,"$3,775"
Montrose,CO,Trinity Reformed Presbyterian Church,Cristian Garcia,2022,84,25,109,,,,,,0,,,,,0,,,,,,48,,,,,,"$124,089 ",,,,"$124,089 ",,"$124,089 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,$600 ,,,,,,$600 ,$600 ,"$110,585 ",,"$111,185 ",1%,"$1,477"
66849 Landstuhl,GERMANY,Trinity Reformed Presbyterian Mission,Toby A. DuBose,2012,45,26,71,2,0,0,8,0,10,1,14,0,0,15,,0,1,1,1,0,0,,66,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,0%,$0
Kirksville,MO,True Community Fellowship,Patrick Weston,2024,2,,2,,,,,,0,,3,,,3,,,,,,,,,,,,"$3,291 ","$2,490 ",,,"$5,781 ",,"$5,781 ",,$100 ,,,,,,,,,,$100 ,,,,,,$50 ,,,,,,,,,$0 ,$150 ,"$25,000 ",,"$25,150 ",1%,"$2,891"
Cherry Hill,NJ,True Vine Community Church,Nathan Joel Pugh,2024,34,37,71,,,6,,,6,,4,,,4,,,2,,,32,,70,80,,,"$169,592 ",,,"$23,183 ","$192,775 ",,"$192,775 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,,,,,,,$0 ,$0 ,"$83,617 ",,"$83,617 ",0%,"$5,670"
West Palm Beach,FL,Truth Point Church,Matthew Eusey,2024,200,69,269,1,13,,,,14,,22,19,,41,,,11,4,7,79,17,60,200,,,"$538,740 ",,,,"$538,740 ","$4,157 ","$542,897 ",,,,,,,,,,,,$0 ,,,,,,,,,"$5,634 ",,"$7,272 ","$19,972 ",,,"$32,878 ","$32,878 ","$684,654 ",,"$717,532 ",5%,"$2,694"
Tucker,GA,Tucker Presbyterian Church,Erik Veerman,2024,125,17,142,2,,29,,,31,2,,,,2,,,3,4,7,58,32,,130,,,"$513,901 ",,"$10,600 ","$47,580 ","$572,081 ","$12,900 ","$584,981 ",,$832 ,$728,$750 ,$750 ,"$1,040 ",,,,,,"$4,100 ",,,,,,"$1,000 ",,"$2,200 ","$7,000 ","$10,450 ","$3,450 ","$21,875 ","$2,000 ",,"$46,975 ","$52,075 ","$498,588 ","$73,704 ","$624,367 ",8%,"$4,577"
Ballwin,MO,Twin Oaks Presbyterian Church,Russell St. John,2024,501,93,594,4,21,9,,,34,11,10,32,,53,,1,5,7,8,224,125,160,436,PKEM,178,"$2,054,938 ","$366,636 ","$19,748 ","$7,200 ","$2,448,522 ","$131,405 ","$2,579,927 ",,"$4,250 ","$2,840","$5,280 ","$255,510 ","$4,200 ","$3,600 ",,"$4,800 ",,,"$280,480 ",,,,,,"$3,800 ",,"$22,800 ","$22,080 ",,"$13,700 ","$62,295 ",,"$9,800 ","$130,675 ","$414,955 ","$1,529,000 ","$546,500 ","$2,490,455 ",17%,"$4,887"
North Charleston,SC,Two Rivers Presbyterian Church,Jeremy Mullen,2024,69,29,98,1,0,0,7,,8,1,1,0,0,2,,,2,4,4,35,40,,75,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Fenton,MI,Tyrone Covenant Presbyterian Church,Lawrence Bowlin,2024,230,52,282,3,4,8,2,,17,6,,13,2,21,,2,7,5,5,126,58,75,201,,,"$661,069 ","$10,800 ","$68,937 ","$3,300 ","$744,106 ","$24,830 ","$768,936 ",,"$1,750 ","$1,500",,"$17,500 ",,,,,,$500 ,"$21,250 ",,,,,,"$7,020 ",,"$11,350 ","$4,646 ",,,"$25,920 ",,,"$41,916 ","$70,186 ","$562,337 ","$249,368 ","$881,891 ",8%,"$3,235"
Athens,GA,Union Athens,Garrett Moore,2022,60,36,96,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Fayette,MS,Union Church Presbyterian Church,,1991,30,,30,,,,,,,,,,,,,,1,6,2,16,15,,20,,,"$11,558 ",,,,"$11,558 ","$3,299 ","$14,857 ",,,,,,,,,,,$100 ,$100 ,,,,,,,,$440 ,,,,,,,$440 ,$540 ,"$8,041 ","$1,429 ","$10,010 ",5%,$385
Winnsboro,SC,Union Memorial Presbyterian Church,,2024,44,4,48,0,0,0,0,0,0,2,0,0,0,2,,0,2,1,2,16,9,0,12,,,"$16,250 ",$0 ,$0 ,$0 ,"$16,250 ",,"$16,250 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,,,,,,"$1,000 ",,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,000 ","$45,680 ",,"$46,680 ",2%,$369
Salters,SC,Union Presbyterian Church,Marty Hodge,2024,143,,143,,5,1,,,6,2,,,,2,,,,6,9,58,33,,53,,,"$252,794 ",,"$7,792 ","$6,439 ","$267,025 ",,"$267,025 ",,"$2,000 ","$1,000",,"$6,000 ",$600 ,$600 ,$500 ,,,"$3,000 ","$13,700 ",,,,,,"$3,000 ",,"$8,156 ","$6,950 ",,,"$11,995 ",,,"$27,101 ","$43,801 ","$168,949 ",,"$212,750 ",21%,"$1,867"
Suwanee,GA,Unity Korean Presbyterian Church,Dong Soo Rhee,2000,19,2,21,9,10,0,0,0,19,0,0,0,0,0,,0,0,0,1,8,8,,20,,,"$24,636 ","$5,300 ",$0 ,$0 ,"$29,936 ",$950 ,"$30,886 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,"$1,110 ",$0 ,$0 ,$0 ,"$5,000 ",$0 ,$0 ,"$6,110 ","$6,110 ","$21,700 ",$0 ,"$27,810 ",22%,"$1,576"
Weogufka,AL,Unity Presbyterian Church,,2023,25,,25,,,,,,0,,,,,0,,,,2,,11,7,,18,,,"$29,500 ",,,,"$29,500 ",,"$29,500 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,"$3,850 ",,,,,,,"$3,850 ","$3,850 ","$25,700 ",,"$29,550 ",13%,"$1,180"
Las Cruces,NM,University Presbyterian Church,,2024,210,42,252,1,0,1,7,0,9,0,12,0,0,12,,1,5,6,4,102,64,80,164,,,"$656,471 ","$11,890 ",$435 ,,"$668,796 ",$392 ,"$669,188 ",,"$1,960 ",,,"$10,000 ","$1,000 ","$1,000 ",,"$51,500 ",,,"$65,460 ",,,,,,"$19,894 ",,"$20,674 ",,,,"$5,500 ",,,"$26,174 ","$111,528 ","$402,948 ",,"$514,476 ",22%,"$3,185"
Orlando,FL,University Presbyterian Church,Richard John Gilmartin,2022,275,52,327,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Tampa,FL,University Presbyterian Mission,Wright Busching,2024,50,13,63,3,6,16,28,0,53,,3,,,3,,7,7,0,0,31,,35,75,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
East Lansing,MI,University Reformed Church,Jason M. Helopoulos,2024,753,279,"1,032",42,15,5,47,0,109,2,8,44,1,55,,8,21,12,8,330,84,424,695,,,"$2,079,910 ","$19,700 ",$667 ,$0 ,"$2,100,277 ","$17,413 ","$2,117,690 ",,"$6,475 ","$1,000","$6,450 ","$27,800 ",$0 ,$0 ,$0 ,"$3,200 ",,,"$44,925 ",,,,,,"$15,500 ",,$0 ,"$16,523 ","$56,177 ","$11,500 ","$51,200 ",$0 ,$0 ,"$135,400 ","$195,825 ","$1,690,705 ","$103,836 ","$1,990,366 ",10%,"$2,789"
Charlotte,NC,"Uptown Church, PCA",Jordan Farrell Olshefski,2024,374,111,485,12,2,29,,,43,,5,,,5,,2,,12,6,193,,155,282,,,"$2,085,194 ","$5,431 ",$0 ,$0 ,"$2,090,625 ",,"$2,090,625 ",,"$3,200 ",,"$5,100 ","$18,000 ",$800 ,$800 ,$800 ,"$9,050 ",,,"$37,750 ",,,,,,"$5,625 ",,,"$66,052 ",,"$52,000 ","$7,400 ",,"$10,000 ","$135,452 ","$178,827 ","$1,241,791 ","$242,290 ","$1,662,908 ",11%,"$5,590"
Fairfield,AL,Urban Hope,Alton Hardy,2022,67,20,87,1,3,6,0,0,10,1,5,0,0,6,,0,4,4,2,39,0,40,97,,,"$147,202 ",,"$677,457 ","$527,044 ","$1,351,703 ",,"$1,351,703 ",,,,,,,,,,,"$7,000 ","$7,000 ",,,,,,$0 ,,"$20,000 ","$21,557 ",,,"$2,500 ",,,"$44,057 ","$51,057 ","$561,537 ","$239,799 ","$852,393 ",6%,"$20,175"
Chatsworth,CA,Valley Bethel Presbyterian Church,Nam Cho,1993,60,0,60,0,0,2,0,0,2,0,5,2,0,7,,0,0,2,22,23,30,,55,,,"$60,231 ","$15,687 ",$0 ,$0 ,"$75,918 ",$0 ,"$75,918 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,,,$0 ,$0 ,$415 ,$0 ,$0 ,$0 ,$0 ,$415 ,,$0 ,$0 ,$0 ,$0 ,"$3,095 ",$0 ,$0 ,"$3,095 ","$3,510 ","$48,756 ","$32,137 ","$84,403 ",4%,"$1,265"
Lutherville,MD,Valley Presbyterian Church,Patrick M. Donohue,2022,110,20,130,,,,,,0,,,,,0,,,,,,137,,,,,,"$347,497 ",,,,"$347,497 ",,"$347,497 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$25,749 ",,,,,,"$25,749 ","$25,749 ","$294,049 ",,"$319,798 ",8%,"$3,159"
North Hills,CA,Valley Presbyterian Church,Ronald S. Svendsen,2022,263,110,373,6,1,3,14,,24,3,6,24,,33,,5,4,7,7,117,48,10,168,P,47,"$661,974 ",,,,"$661,974 ",,"$661,974 ",,"$1,000 ","$1,000","$2,600 ","$2,000 ","$1,000 ","$1,000 ",,"$8,100 ",,,"$16,700 ","$5,100 ",,,,,"$5,100 ",,,"$4,457 ","$40,391 ",,"$21,732 ",,,"$66,580 ","$88,380 ","$554,490 ",,"$642,870 ",14%,"$2,517"
Madison,AL,Valley Presbyterian Church,William Plott,2024,284,120,404,10,2,40,,,52,1,15,5,2,23,,,10,9,10,155,75,140,275,,,"$1,168,000 ",,"$514,000 ",,"$1,682,000 ",,"$1,682,000 ",,"$2,500 ","$1,750","$1,000 ",,,,,"$11,500 ",,,"$16,750 ",,,,,,"$4,500 ",,"$25,000 ","$5,500 ","$10,000 ",,"$10,000 ",,,"$50,500 ","$71,750 ","$1,275,000 ",,"$1,346,750 ",5%,"$5,923"
Roseville,CA,Valley Springs PCA,Tag Tuck,2024,202,41,243,4,1,7,20,0,32,3,0,41,0,44,,3,10,4,5,116,68,121,191,,,"$1,138,189 ","$28,401 ","$1,525 ","$7,882 ","$1,175,997 ","$223,087 ","$1,399,084 ",,$0 ,$0,"$1,700 ","$4,600 ",$0 ,$0 ,$0 ,"$2,200 ",,$0 ,"$8,500 ",,,,,,$0 ,,"$3,900 ","$1,535 ",$0 ,$0 ,"$81,643 ",$0 ,$0 ,"$87,078 ","$95,578 ","$1,108,733 ","$175,229 ","$1,379,540 ",7%,"$5,822"
Vincent,OH,Veto Presbyterian Church,John Fitzgerald Fennell,2022,47,,47,,,,,,0,,,,,0,,,,,,7,,,,,,"$204,761 ",,,,"$204,761 ",,"$204,761 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$40,428 ",,,,,,"$40,428 ","$40,428 ",,,"$40,428 ",100%,"$4,357"
Los Angeles,CA,Victory Presbyterian Church,James Jeewoun Kim,1985,42,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Eighty Four,PA,View Crest Presbyterian Church,Shaun M. Nolan,2024,98,29,127,5,6,4,,,15,1,4,,,5,,1,1,3,3,48,40,60,100,,,"$205,436 ","$12,233 ",,,"$217,669 ","$2,135 ","$219,804 ",,$100 ,,,,,,,"$9,000 ",,,"$9,100 ",,,,,,"$3,000 ",,"$1,000 ","$5,650 ","$30,300 ","$10,500 ","$2,000 ",,"$1,000 ","$50,450 ","$62,550 ","$152,682 ",,"$215,232 ",29%,"$2,221"
New Bern,NC,Village Chapel Presbyterian Church,R. Norman Evans,2024,62,3,65,,,1,4,,5,,,,,0,,,2,2,2,,,,50,,,"$158,906 ",,,,"$158,906 ",,"$158,906 ",,,,,"$1,600 ",,,,"$6,408 ",,"$1,300 ","$9,308 ","$1,879 ",,,,,"$1,879 ",,$800 ,,,,$800 ,,,"$1,600 ","$12,787 ","$151,949 ",,"$164,736 ",8%,"$2,563"
Clemmons,NC,Village Presbyterian Church,Benjamin Tietje,2020,82,6,88,1,1,,,,2,1,4,11,,16,,1,,4,7,42,,,60,,,"$265,364 ",,,"$49,779 ","$315,143 ","$16,142 ","$331,285 ",,,,,,,,,"$5,250 ",,,"$5,250 ","$2,254 ",,,,,"$2,254 ",,"$8,400 ",,,,"$7,425 ",,,"$15,825 ","$23,329 ","$224,868 ","$62,791 ","$310,988 ",8%,"$3,843"
Colorado Springs,CO,Village Seven Presbyterian Church,D. Christopher Hodge,2024,"1,413",293,"1,706",11,7,18,37,0,73,17,5,82,0,104,,9,5,30,17,783,475,300,783,MH,206,"$3,743,082 ","$36,596 ","$15,428 ","$52,554 ","$3,847,660 ","$13,853 ","$3,861,513 ",,"$9,996 ","$3,000","$14,400 ","$111,504 ","$3,000 ","$3,000 ",$0 ,"$33,300 ",,$0 ,"$178,200 ",,,,,,"$147,804 ",,$0 ,"$206,168 ",$0 ,$0 ,"$162,919 ",$0 ,$0 ,"$369,087 ","$695,091 ","$3,128,300 ","$138,000 ","$3,961,391 ",18%,"$2,723"
Elmhurst,IL,Vineyard Presbyterian Church,Sun Park,2009,223,5,228,0,1,16,1,0,18,2,0,12,0,14,,1,0,2,67,98,40,,160,,,"$353,009 ","$58,866 ",$0 ,$0 ,"$411,875 ","$11,120 ","$422,995 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,800 ",$0 ,$0 ,$0 ,$0 ,"$2,800 ",,"$9,100 ",$755 ,$0 ,$0 ,"$50,771 ",$0 ,$0 ,"$60,626 ","$63,426 ","$348,226 ","$5,000 ","$416,652 ",15%,"$1,847"
Charlotte,NC,Vive Charlotte Church,José Portillo,2022,23,8,31,3,1,7,,,11,,,4,1,5,,1,3,,,8,22,22,18,,,"$30,000 ","$8,000 ",,"$1,500 ","$39,500 ","$15,000 ","$54,500 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,"$15,000 ","$8,000 ",,,,,,"$23,000 ","$23,000 ","$97,000 ",,"$120,000 ",19%,"$1,717"
College Park,MD,Wallace Presbyterian Church,Ryan Moore,2024,519,143,662,0,4,5,2,,11,3,2,,,5,,2,5,10,6,100,76,48,230,,,"$952,378 ","$73,211 ","$10,800 ",$0 ,"$1,036,389 ",,"$1,036,389 ",,"$4,000 ",,"$5,611 ","$20,313 ",,,,"$16,800 ",,"$2,551 ","$49,275 ","$9,000 ",,,,,"$9,000 ",,"$8,940 ","$39,300 ",,,"$48,286 ",,,"$96,526 ","$154,801 ","$763,594 ","$153,920 ","$1,072,315 ",14%,"$1,997"
Walnut Creek,CA,Walnut Creek Heavenly Church,,2022,7,5,12,0,1,0,0,0,1,0,0,0,0,0,,1,0,0,0,4,6,6,12,,,"$81,422 ",,,,"$81,422 ",,"$81,422 ",,,,,,,,,,,,$0 ,$500 ,,,,,$500 ,,,,,,,,,$0 ,$500 ,"$82,000 ",,"$82,500 ",1%,"$11,632"
Gahanna,OH,Walnut Creek Presbyterian Church,Jonathan Robson,2016,121,0,121,0,0,0,0,0,0,0,4,0,0,4,,0,1,6,7,50,0,,129,,,"$364,116 ",$537 ,$0 ,"$1,232 ","$365,885 ",$28 ,"$365,913 ",,$0 ,$0,$0 ,"$3,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,600 ","$1,750 ",$0 ,$0 ,$0 ,$0 ,"$1,750 ",,"$13,535 ",$100 ,$0 ,"$3,007 ","$1,200 ",$0 ,$0 ,"$17,842 ","$23,192 ","$305,936 ",$0 ,"$329,128 ",7%,"$3,024"
Bristol,TN,Walnut Hill Presbyterian Church,J. Andrew Moehn,2022,80,,80,,,,,,0,,,,,0,,,,,,23,,,,,,"$148,714 ",,,,"$148,714 ",,"$148,714 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$26,467 ",,,,,,"$26,467 ","$26,467 ",,,"$26,467 ",100%,"$1,859"
Pensacola,FL,Warrington Presbyterian Church,Jerry R. Robbins,2018,123,29,152,0,0,0,0,0,0,1,1,0,0,2,,0,0,2,4,86,17,0,47,,,"$97,334 ",$710 ,$0 ,$500 ,"$98,544 ",$50 ,"$98,594 ",,$0 ,$0,$0 ,"$3,205 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,205 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,"$3,883 ","$3,523 ",$0 ,$0 ,$700 ,$0 ,$0 ,"$8,106 ","$11,311 ","$103,376 ",$0 ,"$114,687 ",10%,$801
Washington,PA,Washington Presbyterian Church,Michael D. Bowen,2024,110,27,137,5,0,5,0,0,10,0,2,1,0,3,,0,1,6,3,52,50,75,99,,,"$248,458 ","$4,489 ","$2,518 ",,"$255,465 ",$0 ,"$255,465 ",,"$1,000 ",$100,$240 ,$0 ,$100 ,$100 ,$0 ,$100 ,,$0 ,"$1,640 ",,,,,,"$2,700 ",,"$5,759 ","$9,546 ","$5,800 ",$0 ,"$1,500 ",$0 ,$0 ,"$22,605 ","$26,945 ","$175,009 ","$17,550 ","$219,504 ",12%,"$2,322"
Lexington,SC,Watershed Fellowship,Kevin Wayne Thumpston,2024,142,23,165,1,3,7,,,11,0,2,21,0,23,,1,2,5,5,58,46,180,170,,,"$427,000 ",,,,"$427,000 ",,"$427,000 ",,,,,,,,,,,,$0 ,,,,,,"$3,000 ",,"$2,500 ","$1,500 ","$20,000 ",,"$3,000 ",,,"$27,000 ","$30,000 ","$380,000 ",,"$410,000 ",7%,"$3,007"
Waynesboro,MS,Waynesboro Presbyterian Church,,2022,18,2,20,,,,,,0,,,,,0,,,,,,15,,,,,,"$48,290 ",,,,"$48,290 ",,"$48,290 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$6,060 ",,,,,,"$6,060 ","$6,060 ","$44,420 ",,"$50,480 ",12%,"$2,683"
Colorado Springs,CO,Waypoint Church,Steve Patrick Stanton,2024,71,44,115,1,4,5,15,0,25,0,2,11,0,13,,4,1,0,0,49,0,0,95,,,"$219,594 ","$15,000 ",$0 ,$0 ,"$234,594 ",$0 ,"$234,594 ",,$63 ,$63,$63 ,$63 ,$63 ,$63 ,$63 ,$63 ,,$0 ,$504 ,,,,,,"$16,100 ",,"$12,500 ",$805 ,"$7,995 ","$16,943 ","$5,172 ",$0 ,$0 ,"$43,415 ","$60,019 ","$280,841 ",$0 ,"$340,860 ",18%,"$3,304"
Ponte Vedra Beach,FL,Waypoint Church,James Brignac,2022,53,,53,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Chocowinity,NC,Wayside Presbyterian Church,Jan Gerard Dykshoorn,2024,47,6,53,,,3,1,,4,2,,,,2,,,1,3,0,23,23,,40,,,"$73,952 ","$1,665 ",,,"$75,617 ","$6,353 ","$81,970 ",,,,,,,,,$520 ,,,$520 ,,,,,,$750 ,,"$1,500 ",,,,"$1,000 ",,,"$2,500 ","$3,770 ","$75,434 ","$52,727 ","$131,931 ",3%,"$1,609"
Signal Mountain,TN,Wayside Presbyterian Church,Brian Cosby,2024,288,71,359,,,62,,,62,2,19,4,1,26,,3,5,10,12,,,,240,,,"$990,000 ","$73,000 ","$1,095,030 ","$100,234 ","$2,258,264 ","$100,234 ","$2,358,498 ",,,,,,"$3,100 ",,,,,"$1,500 ","$4,600 ","$6,750 ",,,,,"$6,750 ",,"$8,119 ",,"$53,000 ","$6,000 ","$33,000 ",,,"$100,119 ","$111,469 ","$7,000,329 ","$896,734 ","$8,008,532 ",1%,"$7,841"
Weatherford,TX,Weatherford Presbyterian Church,Lou Tiscione,2024,73,6,79,2,6,,5,1,14,2,1,5,,8,,2,,2,1,50,30,,70,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Charlotte,NC,West Charlotte Church at Freedom,David Andrew Yoran,2024,80,14,94,8,2,12,,,22,1,13,2,,16,,6,2,6,4,45,,,68,,,"$320,057 ",,,,"$320,057 ","$11,739 ","$331,796 ",,,,"$16,500 ","$1,500 ",,,,"$5,300 ",,,"$23,300 ",,,,,,"$1,800 ",,,"$19,913 ",,,"$3,195 ",,,"$23,108 ","$48,208 ","$472,031 ",,"$520,239 ",9%,"$4,001"
Nashville,TN,West End Community Church,John Bourgeois IV,2022,"1,174",335,"1,509",,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Richmond,VA,West End Presbyterian Church,Steven T. Shelby,2024,711,175,886,14,1,11,11,0,37,2,7,2,0,11,,4,5,18,20,350,162,185,487,P,48,"$2,419,861 ","$171,521 ",,,"$2,591,382 ","$205,903 ","$2,797,285 ",,,,,"$25,260 ",,,,,,,"$25,260 ",,,,,,"$23,000 ",,"$198,187 ","$119,017 ",,"$38,721 ","$231,460 ",,,"$587,385 ","$635,645 ","$1,959,428 ","$177,139 ","$2,772,212 ",23%,"$3,645"
Hopewell,VA,West End Presbyterian Church,,2024,67,21,88,2,3,0,0,0,5,5,0,1,0,6,,0,1,5,4,54,20,45,58,,,"$235,375 ",,"$3,950 ","$11,832 ","$251,157 ","$11,832 ","$262,989 ",,$500 ,,$500 ,,,,,"$6,000 ",,,"$7,000 ",,,,,,$500 ,,$600 ,"$5,512 ","$9,000 ","$8,600 ","$24,892 ",,,"$48,604 ","$56,104 ","$192,251 ",,"$248,355 ",23%,"$3,749"
Erie,PA,West Erie Presbyterian Church,Marc D. Miller,2024,43,17,60,0,1,3,0,0,4,0,4,0,0,4,,0,0,2,2,22,32,10,55,,,"$238,460 ",$0 ,$0 ,$0 ,"$238,460 ",$0 ,"$238,460 ",,"$3,000 ",$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,"$3,000 ",,,,,,"$1,000 ",,$500 ,$0 ,"$4,000 ","$2,500 ",$0 ,$0 ,$0 ,"$7,000 ","$11,000 ","$135,365 ",$0 ,"$146,365 ",8%,"$5,546"
Harriman,TN,West Hills Presbyterian Church,Jeffrey D. Jenkins,2024,61,1,62,,,,,,0,2,,,,2,,,,3,3,35,13,10,31,,,"$136,567 ","$20,851 ",$0 ,$519 ,"$157,937 ",$0 ,"$157,937 ",,$500 ,,,,,,,"$2,000 ",,,"$2,500 ",,,,,,"$1,500 ",,"$6,600 ",,"$11,930 ",,,,,"$18,530 ","$22,530 ","$135,800 ",$0 ,"$158,330 ",14%,"$2,589"
Knoxville,TN,West Hills Presbyterian Church,John Eric McKenzie,2013,199,29,228,0,0,0,0,10,10,2,10,0,0,12,,0,1,9,7,112,46,,145,,,"$409,901 ","$258,535 ","$6,440 ",$0 ,"$674,876 ","$1,526 ","$676,402 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,000 ",$0 ,$0 ,$0 ,$0 ,"$3,000 ",,$0 ,"$24,219 ","$90,784 ","$41,050 ",$0 ,$0 ,$0 ,"$156,053 ","$159,053 ","$421,635 ","$2,875 ","$583,563 ",27%,"$3,391"
Hopewell,VA,West Hopewell Presbyterian Church,,2024,77,4,81,,,,,,0,1,2,1,,4,,,,3,4,49,12,15,42,,,"$183,225 ","$21,063 ",$660 ,,"$204,948 ",$10 ,"$204,958 ",,$250 ,,,$250 ,,,,"$4,500 ",,,"$5,000 ",,,,,,"$1,800 ",,"$5,686 ","$16,955 ","$23,854 ","$4,400 ","$1,810 ",,,"$52,705 ","$59,505 ","$162,733 ","$1,726 ","$223,964 ",27%,"$2,662"
West Springfield,MA,West Springfield Covenant Community Church,Robert Steven Hill,2019,95,37,132,0,0,2,0,0,2,0,3,1,0,4,,0,6,5,3,52,50,25,110,,,"$285,195 ","$1,330 ","$2,439 ",$0 ,"$288,964 ",,"$288,964 ",,$600 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$600 ,$0 ,$0 ,"$2,707 ",$0 ,$0 ,"$2,707 ",,$0 ,"$8,398 ",$0 ,"$3,000 ","$4,200 ",$0 ,$0 ,"$15,598 ","$18,905 ","$237,486 ","$20,478 ","$276,869 ",7%,"$3,042"
